,card,exp,issuer,year
5492,6011396776755841,08/2028,DISC,2028
5493,4617953217131637,10/2028,VISA,2028
5494,5522775121685411,10/2028,MC,2028
5495,5446642474888773,08/2028,MC,2028
5496,351465778879411,05/2029,AMEX,2029
5497,5119364532973663,08/2029,MC,2029
5498,355982278863972,03/2029,AMEX,2029
5499,353255146399657,01/2029,AMEX,2029
5500,5546172983448488,08/2029,MC,2029
5501,352694475232215,02/2029,AMEX,2029
5502,5475425213185691,11/2028,MC,2028
5503,6011495522526538,03/2029,DISC,2029
5504,5128851363946932,08/2029,MC,2029
5505,5159977952549191,10/2028,MC,2028
5506,346887599515544,02/2029,AMEX,2029
5507,5245946787643194,02/2029,MC,2029
5508,5547813746424139,08/2029,MC,2029
5509,375332951643299,12/2028,AMEX,2028
5510,5247886389223664,02/2029,MC,2029
5511,5572569733783642,02/2029,MC,2029
5512,5524185792713716,08/2028,MC,2028
5513,4224586987657681,05/2029,VISA,2029
5514,5384647422696792,08/2029,MC,2029
5515,5257642571874997,05/2029,MC,2029
5516,5427581266259574,09/2028,MC,2028
5517,352964668897821,05/2029,AMEX,2029
5518,5371933253384996,05/2029,MC,2029
5519,4371154793584184,10/2028,VISA,2028
5520,4633576651733319,03/2029,VISA,2029
5521,5144451792861362,04/2029,MC,2029
5522,4892319661154861,08/2028,VISA,2028
5523,4163681957693239,11/2028,VISA,2028
5524,6011272575927941,03/2029,DISC,2029
5525,4459875222139191,10/2028,VISA,2028
5526,5244328688473768,02/2029,MC,2029
5527,4756864238117458,01/2029,VISA,2029
5528,353466318397896,09/2028,AMEX,2028
5529,5327633555372963,08/2028,MC,2028
5530,372887675456479,05/2029,AMEX,2029
5531,54769112157464810,08/2029,MC,2029
5532,5319324317819968,08/2028,MC,2028
5533,4855167277865635,01/2029,VISA,2029
5534,362518311596384,08/2029,AMEX,2029
5535,5376736358299893,03/2029,MC,2029
5536,5497322131916162,11/2028,MC,2028
5537,5197583767885939,11/2028,MC,2028
5538,5297841954185896,07/2029,MC,2029
5539,4892136627831519,12/2028,VISA,2028
5540,4985648486411884,03/2029,VISA,2029
5541,5469384674384186,03/2029,MC,2029
5542,4919597689423173,04/2029,VISA,2029
5543,4186578193391839,06/2029,VISA,2029
5544,5442321792795259,09/2028,MC,2028
5545,5432573326163741,08/2029,MC,2029
5546,5167672857527364,10/2028,MC,2028
5547,4318231256362518,07/2029,VISA,2029
5548,6011331676171468,03/2029,DISC,2029
5549,4237912793527725,04/2029,VISA,2029
5550,5162536852544242,10/2028,MC,2028
5551,5165428648673161,03/2029,MC,2029
5552,4455368755423863,09/2029,VISA,2029
5553,359228224274542,07/2029,AMEX,2029
5554,5442256438221189,10/2028,MC,2028
5555,4872181536541175,07/2029,VISA,2029
5556,4564336172852533,12/2028,VISA,2028
5557,4497986132872864,12/2028,VISA,2028
5558,4654373757429578,05/2029,VISA,2029
5559,5467583967878828,01/2029,MC,2029
5560,6011796321462662,01/2029,DISC,2029
5561,55565585944435610,09/2029,MC,2029
5562,4321257543949259,11/2028,VISA,2028
5563,4731451892115521,08/2029,VISA,2029
5564,4542185443954637,06/2029,VISA,2029
5565,371499175467971,09/2029,AMEX,2029
5566,343446234932433,06/2029,AMEX,2029
5567,5462181379887597,08/2029,MC,2029
5568,4194351831311951,12/2028,VISA,2028
5569,4356358493919413,09/2029,VISA,2029
5570,4866156713379365,12/2028,VISA,2028
5571,6011673617497878,02/2029,DISC,2029
5572,5134178838923425,11/2028,MC,2028
5573,5347912599285266,01/2029,MC,2029
5574,5334673178223293,05/2029,MC,2029
5575,372943352441936,05/2029,AMEX,2029
5576,4748148286687732,02/2029,VISA,2029
5577,5293765759573572,04/2029,MC,2029
5578,5399242796872881,02/2029,MC,2029
5579,362736235986628,09/2029,AMEX,2029
5580,6011484489146233,02/2029,DISC,2029
5581,5356238583853242,09/2029,MC,2029
5582,5312438342399619,04/2029,MC,2029
5583,4342874554578275,11/2028,VISA,2028
5584,4427211742759715,11/2028,VISA,2028
5585,5175271576154111,01/2029,MC,2029
5586,5566943664763139,07/2029,MC,2029
5587,4291385366655483,05/2029,VISA,2029
5588,6011895955862344,09/2028,DISC,2028
5589,4338291778281428,09/2029,VISA,2029
5590,5426591731359884,12/2028,MC,2028
5591,348135154189448,09/2028,AMEX,2028
5592,4832734645676966,09/2029,VISA,2029
5593,5372781413281571,03/2029,MC,2029
5594,5221942536542298,12/2028,MC,2028
5595,5529867828382542,07/2029,MC,2029
5596,5592896198211157,03/2029,MC,2029
5597,366775176799414,11/2028,AMEX,2028
5598,5553633372589257,01/2029,MC,2029
5599,4917366958232372,09/2028,VISA,2028
5600,6011856893776988,05/2029,DISC,2029
5601,6011536421276731,08/2029,DISC,2029
5602,5424375976436173,12/2028,MC,2028
5603,4361878243699315,02/2029,VISA,2029
5604,4319517287666169,11/2028,VISA,2028
5605,5235723288512612,01/2029,MC,2029
5606,5528139765192396,05/2029,MC,2029
5607,5477932436217373,09/2028,MC,2028
5608,6011285291367812,01/2029,DISC,2029
5609,5264373284542918,09/2028,MC,2028
5610,5474932962478715,05/2029,MC,2029
5611,5167856318784132,01/2029,MC,2029
5612,5317855824781383,07/2029,MC,2029
5613,5266659545365117,09/2028,MC,2028
5614,342153879277493,08/2029,AMEX,2029
5615,5158984634844496,09/2028,MC,2028
5616,5127251987547524,12/2028,MC,2028
5617,5448277692239521,05/2029,MC,2029
5618,6011693916268788,05/2029,DISC,2029
5619,5363586649417548,11/2028,MC,2028
5620,5183548794951596,07/2029,MC,2029
5621,4524292166772766,12/2028,VISA,2028
5622,5217369689489166,04/2029,MC,2029
5623,4667465713378371,09/2028,VISA,2028
5624,379123133589922,04/2029,AMEX,2029
5625,4689552147953814,10/2029,VISA,2029
5626,4426573623893462,06/2029,VISA,2029
5627,5544643597273787,01/2029,MC,2029
5628,5418154872182969,02/2029,MC,2029
5629,4411723349856924,10/2028,VISA,2028
5630,5315152899774341,11/2028,MC,2028
5631,4392338241487836,06/2029,VISA,2029
5632,4576337871657591,07/2029,VISA,2029
5633,4761264895298837,10/2029,VISA,2029
5634,359757414242273,09/2029,AMEX,2029
5635,6011849979592569,09/2029,DISC,2029
5636,379535682994734,03/2029,AMEX,2029
5637,4469617216683869,12/2028,VISA,2028
5638,4551542253437855,11/2028,VISA,2028
5639,5327312119127391,04/2029,MC,2029
5640,4856838671712834,04/2029,VISA,2029
5641,4358932175469315,09/2029,VISA,2029
5642,5111567728482962,03/2029,MC,2029
5643,357947486285274,03/2029,AMEX,2029
5644,5562316172754128,10/2028,MC,2028
5645,4168124881535791,11/2028,VISA,2028
5646,4939879157995957,10/2028,VISA,2028
5647,4248224213197668,10/2028,VISA,2028
5648,4821116654499154,11/2028,VISA,2028
5649,5574426497596538,07/2029,MC,2029
5650,6011941667226145,05/2029,DISC,2029
5651,5531997336975481,10/2028,MC,2028
5652,4675951274111343,10/2028,VISA,2028
5653,4542836673178632,10/2029,VISA,2029
5654,5356759796112738,11/2028,MC,2028
5655,6011863497531579,10/2028,DISC,2028
5656,349454959213785,06/2029,AMEX,2029
5657,4274698655225334,02/2029,VISA,2029
5658,5499915523272579,01/2029,MC,2029
5659,359278222244898,02/2029,AMEX,2029
5660,6011924556468523,06/2029,DISC,2029
5661,367243284537753,08/2029,AMEX,2029
5662,4862185363512763,04/2029,VISA,2029
5663,5562281254742211,04/2029,MC,2029
5664,373875587114962,04/2029,AMEX,2029
5665,4485115819947427,11/2028,VISA,2028
5666,4747476192341693,08/2029,VISA,2029
5667,5175668815414679,10/2029,MC,2029
5668,5581819442687512,02/2029,MC,2029
5669,346282745777158,12/2028,AMEX,2028
5670,5298733942958964,01/2029,MC,2029
5671,4198348854383533,03/2029,VISA,2029
5672,4743225145699937,06/2029,VISA,2029
5673,5196993136493755,10/2029,MC,2029
5674,5426788183274542,10/2028,MC,2028
5675,4193154817563335,01/2029,VISA,2029
5676,4182539693123589,04/2029,VISA,2029
5677,5473796775535941,10/2029,MC,2029
5678,4252945485298445,10/2029,VISA,2029
5679,6011216872745845,03/2029,DISC,2029
5680,5225421621277629,02/2029,MC,2029
5681,365275881989757,10/2028,AMEX,2028
5682,5376668684288896,10/2028,MC,2028
5683,6011938622533425,01/2029,DISC,2029
5684,357722823782527,01/2029,AMEX,2029
5685,4184576113777279,01/2029,VISA,2029
5686,5113452643681931,12/2028,MC,2028
5687,4843453518856186,11/2028,VISA,2028
5688,6011925351454964,11/2028,DISC,2028
5689,4239417548668442,11/2028,VISA,2028
5690,348847281554258,02/2029,AMEX,2029
5691,4758382463325884,11/2028,VISA,2028
5692,5185711542116668,04/2029,MC,2029
5693,6011116537416115,06/2029,DISC,2029
5694,5229884573566685,10/2028,MC,2028
5695,4371263874686956,10/2029,VISA,2029
5696,4451161599291537,06/2029,VISA,2029
5697,4888821219785613,06/2029,VISA,2029
5698,351267383711942,06/2029,AMEX,2029
5699,4268216385149274,04/2029,VISA,2029
5700,4352991413444817,09/2029,VISA,2029
5701,5165396685853659,09/2029,MC,2029
5702,4484687887661123,06/2029,VISA,2029
5703,5229328297949546,03/2029,MC,2029
5704,4716528148733444,07/2029,VISA,2029
5705,5524483337429611,04/2029,MC,2029
5706,359263282271486,10/2029,AMEX,2029
5707,6011365722245298,05/2029,DISC,2029
5708,354968865926281,04/2029,AMEX,2029
5709,5223178478218211,11/2029,MC,2029
5710,4694749914433888,04/2029,VISA,2029
5711,5527281758458896,05/2029,MC,2029
5712,5173242615748736,08/2029,MC,2029
5713,6011277143872453,11/2029,DISC,2029
5714,5351772183669991,10/2029,MC,2029
5715,4328869472143713,08/2029,VISA,2029
5716,4512476886568612,02/2029,VISA,2029
5717,5554963898167935,10/2029,MC,2029
5718,4676282655414927,11/2029,VISA,2029
5719,4361796441844659,06/2029,VISA,2029
5720,357744199238926,07/2029,AMEX,2029
5721,5247775156274713,04/2029,MC,2029
5722,5578846799464661,10/2029,MC,2029
5723,4849994436915913,05/2029,VISA,2029
5724,4554898489332766,12/2028,VISA,2028
5725,4289844635446896,03/2029,VISA,2029
5726,5135689616328214,10/2029,MC,2029
5727,5387993181521269,12/2028,MC,2028
5728,5545282435643213,01/2029,MC,2029
5729,4555412939313431,06/2029,VISA,2029
5730,5493161577289161,11/2028,MC,2028
5731,5441558131311253,06/2029,MC,2029
5732,4228558283648256,06/2029,VISA,2029
5733,342676696385339,10/2029,AMEX,2029
5734,4439913119878236,01/2029,VISA,2029
5735,5316593387465869,11/2029,MC,2029
5736,5151671782971398,07/2029,MC,2029
5737,5214431121255135,09/2029,MC,2029
5738,5433545726561459,11/2029,MC,2029
5739,6011285154118344,12/2028,DISC,2028
5740,4783992679275761,12/2028,VISA,2028
5741,4784343943844892,06/2029,VISA,2029
5742,5254731943665291,01/2029,MC,2029
5743,376389159948119,11/2028,AMEX,2028
5744,4973929284128977,04/2029,VISA,2029
5745,5483111578836157,02/2029,MC,2029
5746,5257866793193478,08/2029,MC,2029
5747,5394761835532714,11/2029,MC,2029
5748,6011636811182729,08/2029,DISC,2029
5749,5562928446166739,05/2029,MC,2029
5750,355813194524176,11/2028,AMEX,2028
5751,5482565825696287,11/2029,MC,2029
5752,4319824882217699,11/2029,VISA,2029
5753,4814276217127129,03/2029,VISA,2029
5754,4344781482143817,12/2028,VISA,2028
5755,4777857142697826,05/2029,VISA,2029
5756,4575949135189426,03/2029,VISA,2029
5757,366789635776475,11/2029,AMEX,2029
5758,4593638273296477,12/2028,VISA,2028
5759,4374656686575167,05/2029,VISA,2029
5760,4236326216245743,01/2029,VISA,2029
5761,5573896927233665,12/2028,MC,2028
5762,4273296196684449,07/2029,VISA,2029
5763,43264474762315610,03/2029,VISA,2029
5764,5361249234555188,05/2029,MC,2029
5765,4862258231268999,11/2028,VISA,2028
5766,6011453134726145,10/2029,DISC,2029
5767,4163282181255984,10/2029,VISA,2029
5768,5343444984146113,06/2029,MC,2029
5769,6011637988879493,03/2029,DISC,2029
5770,373154227535188,02/2029,AMEX,2029
5771,5215658964269893,10/2029,MC,2029
5772,4938624847273451,04/2029,VISA,2029
5773,4925199263982237,11/2029,VISA,2029
5774,4796858757586194,02/2029,VISA,2029
5775,5135768847499372,01/2029,MC,2029
5776,6011613427726272,07/2029,DISC,2029
5777,4918577984367375,09/2029,VISA,2029
5778,4112984536194147,06/2029,VISA,2029
5779,364168796114317,10/2029,AMEX,2029
5780,5214566364639352,11/2029,MC,2029
5781,6011268722931968,05/2029,DISC,2029
5782,4629237589237917,12/2028,VISA,2028
5783,5376946636637166,12/2029,MC,2029
5784,4672796121271144,12/2028,VISA,2028
5785,4487858917151743,02/2029,VISA,2029
5786,4436919694269694,05/2029,VISA,2029
5787,6011347558784764,08/2029,DISC,2029
5788,4698782878863457,07/2029,VISA,2029
5789,349857466693739,05/2029,AMEX,2029
5790,368931737236945,10/2029,AMEX,2029
5791,6011619535147285,06/2029,DISC,2029
5792,4491711696753383,04/2029,VISA,2029
5793,4813246837379161,09/2029,VISA,2029
5794,4888358748511756,08/2029,VISA,2029
5795,5494123557641372,12/2029,MC,2029
5796,4183788788533231,06/2029,VISA,2029
5797,6011352232814599,07/2029,DISC,2029
5798,6011677524486874,11/2029,DISC,2029
5799,4147215888843851,08/2029,VISA,2029
5800,5526545259566741,06/2029,MC,2029
5801,55272627446434610,11/2029,MC,2029
5802,5395218251967774,07/2029,MC,2029
5803,364651554351916,11/2029,AMEX,2029
5804,4543317187274992,01/2029,VISA,2029
5805,4764288119276821,02/2029,VISA,2029
5806,5352576439653264,03/2029,MC,2029
5807,5152195813541995,04/2029,MC,2029
5808,379699392854594,09/2029,AMEX,2029
5809,4619379125278278,09/2029,VISA,2029
5810,5428144149926767,10/2029,MC,2029
5811,54772541626936310,12/2028,MC,2028
5812,4769955148337296,12/2029,VISA,2029
5813,5482462931981631,07/2029,MC,2029
5814,4747383287634539,09/2029,VISA,2029
5815,6011538179394948,01/2029,DISC,2029
5816,5564897594431864,10/2029,MC,2029
5817,5244887188321322,05/2029,MC,2029
5818,4458232484276447,12/2028,VISA,2028
5819,5263559996111478,10/2029,MC,2029
5820,5581139511916159,09/2029,MC,2029
5821,6011277235481254,12/2029,DISC,2029
5822,4922333983581374,09/2029,VISA,2029
5823,6011539126567644,08/2029,DISC,2029
5824,5285353685235424,08/2029,MC,2029
5825,374714792134961,07/2029,AMEX,2029
5826,6011512484424328,02/2029,DISC,2029
5827,5561982963999965,02/2029,MC,2029
5828,4857215451824221,11/2029,VISA,2029
5829,4661392572321563,11/2029,VISA,2029
5830,6011968771439587,07/2029,DISC,2029
5831,4327961887942366,11/2029,VISA,2029
5832,4794296449386354,06/2029,VISA,2029
5833,4824641568756859,12/2029,VISA,2029
5834,4542721429512245,01/2029,VISA,2029
5835,4729913483832743,05/2029,VISA,2029
5836,5326229393132791,11/2029,MC,2029
5837,5314193637743355,10/2029,MC,2029
5838,5592275727679236,10/2029,MC,2029
5839,4231689351758282,07/2029,VISA,2029
5840,5514221634653281,09/2029,MC,2029
5841,4931857975925545,12/2028,VISA,2028
5842,6011884466335784,03/2029,DISC,2029
5843,358712244839492,05/2029,AMEX,2029
5844,4661697265276118,03/2029,VISA,2029
5845,4359339727726946,01/2029,VISA,2029
5846,6011859614615873,05/2029,DISC,2029
5847,5124829672489145,10/2029,MC,2029
5848,5263526335363276,10/2029,MC,2029
5849,4238633612975817,06/2029,VISA,2029
5850,4853265954852223,08/2029,VISA,2029
5851,6011765265285744,01/2030,DISC,2030
5852,362814617933862,12/2029,AMEX,2029
5853,5454489238416346,04/2029,MC,2029
5854,4794378682726973,04/2029,VISA,2029
5855,4113949479678975,09/2029,VISA,2029
5856,5239425587318859,07/2029,MC,2029
5857,4798334756951126,02/2029,VISA,2029
5858,4943383466347285,03/2029,VISA,2029
5859,5481978772918656,07/2029,MC,2029
5860,365273947852945,11/2029,AMEX,2029
5861,5279389947489845,01/2030,MC,2030
5862,4314516342144126,11/2029,VISA,2029
5863,6011594926268331,05/2029,DISC,2029
5864,5182554967885752,12/2029,MC,2029
5865,4719383339985735,01/2030,VISA,2030
5866,355518371188964,04/2029,AMEX,2029
5867,6011724189678161,01/2029,DISC,2029
5868,343588739567162,01/2029,AMEX,2029
5869,5453394218323887,03/2029,MC,2029
5870,4534912622474248,03/2029,VISA,2029
5871,6011334858995324,07/2029,DISC,2029
5872,5112929472166374,09/2029,MC,2029
5873,365754485665575,02/2029,AMEX,2029
5874,356221971133113,11/2029,AMEX,2029
5875,4669743659184518,09/2029,VISA,2029
5876,5352854558765478,11/2029,MC,2029
5877,5439446549521743,01/2029,MC,2029
5878,355123617878153,09/2029,AMEX,2029
5879,5288911244481388,06/2029,MC,2029
5880,5339959929226288,02/2029,MC,2029
5881,5562677799487925,01/2030,MC,2030
5882,4889914563116649,12/2029,VISA,2029
5883,5284989681453288,08/2029,MC,2029
5884,4831578149461248,04/2029,VISA,2029
5885,4844859467333853,09/2029,VISA,2029
5886,4289135811673555,11/2029,VISA,2029
5887,376277197546922,11/2029,AMEX,2029
5888,4959456961597538,12/2029,VISA,2029
5889,343828742986839,01/2030,AMEX,2030
5890,4437822149729917,03/2029,VISA,2029
5891,4835381593613679,11/2029,VISA,2029
5892,5417519689821424,08/2029,MC,2029
5893,4382622579491888,10/2029,VISA,2029
5894,4375623123257782,11/2029,VISA,2029
5895,5285837838385631,05/2029,MC,2029
5896,60117215389448810,06/2029,DISC,2029
5897,5572777474559564,01/2030,MC,2030
5898,5568279862973164,10/2029,MC,2029
5899,5583325995512964,11/2029,MC,2029
5900,6011933727272185,10/2029,DISC,2029
5901,5589589267245322,03/2029,MC,2029
5902,4399988612576691,03/2029,VISA,2029
5903,5482756287455425,04/2029,MC,2029
5904,4676415149915816,08/2029,VISA,2029
5905,6011453378377928,09/2029,DISC,2029
5906,4662129747753513,07/2029,VISA,2029
5907,345619958472152,07/2029,AMEX,2029
5908,379217156693411,05/2029,AMEX,2029
5909,5445896847739318,12/2029,MC,2029
5910,5261968162847942,04/2029,MC,2029
5911,5529873959987984,03/2029,MC,2029
5912,353492753544875,02/2029,AMEX,2029
5913,46459511426197310,01/2029,VISA,2029
5914,5249354132924292,09/2029,MC,2029
5915,4498737326829833,04/2029,VISA,2029
5916,5128141372874733,06/2029,MC,2029
5917,4983782367484777,08/2029,VISA,2029
5918,4536185741943512,08/2029,VISA,2029
5919,5336968341343392,10/2029,MC,2029
5920,5425283383651179,09/2029,MC,2029
5921,4368399472614357,03/2029,VISA,2029
5922,4541124687317186,10/2029,VISA,2029
5923,6011949842751655,07/2029,DISC,2029
5924,4716694229932899,02/2029,VISA,2029
5925,4329474176973819,05/2029,VISA,2029
5926,6011754289941698,07/2029,DISC,2029
5927,5583245778162417,02/2029,MC,2029
5928,4911732798164982,10/2029,VISA,2029
5929,4152829128991874,02/2029,VISA,2029
5930,4771294566332993,04/2029,VISA,2029
5931,5364643273466827,01/2030,MC,2030
5932,5485864836844532,04/2029,MC,2029
5933,4893936381614285,11/2029,VISA,2029
5934,5413529186352835,08/2029,MC,2029
5935,5478381346388826,05/2029,MC,2029
5936,5571558346124733,12/2029,MC,2029
5937,5324225424826478,06/2029,MC,2029
5938,342136511328147,02/2030,AMEX,2030
5939,5173343729346738,09/2029,MC,2029
5940,364329388275367,10/2029,AMEX,2029
5941,5413673212225365,06/2029,MC,2029
5942,4597368652748312,07/2029,VISA,2029
5943,4276759287332456,05/2029,VISA,2029
5944,5245839797314593,02/2030,MC,2030
5945,6011282377159312,06/2029,DISC,2029
5946,5393439585272861,02/2029,MC,2029
5947,4179216624146741,06/2029,VISA,2029
5948,4936479338291799,10/2029,VISA,2029
5949,4941396329819888,06/2029,VISA,2029
5950,4337138268641242,10/2029,VISA,2029
5951,5495626336844959,03/2029,MC,2029
5952,5296499974428217,01/2030,MC,2030
5953,4421226288131463,05/2029,VISA,2029
5954,4368623439155463,05/2029,VISA,2029
5955,6011352677193483,05/2029,DISC,2029
5956,54851373718921610,06/2029,MC,2029
5957,5541786197664435,08/2029,MC,2029
5958,4821781684357118,05/2029,VISA,2029
5959,4737792554593727,07/2029,VISA,2029
5960,6011633781461357,06/2029,DISC,2029
5961,4443241686272342,11/2029,VISA,2029
5962,4211219865334315,02/2030,VISA,2030
5963,5151592193116342,07/2029,MC,2029
5964,352129114925853,05/2029,AMEX,2029
5965,5184741962488496,02/2030,MC,2030
5966,4226273438658158,03/2029,VISA,2029
5967,4935122335627448,03/2029,VISA,2029
5968,4975544157611864,09/2029,VISA,2029
5969,4714229893255343,02/2029,VISA,2029
5970,4492467871236913,03/2029,VISA,2029
5971,4127914937742445,07/2029,VISA,2029
5972,4712392984952368,01/2030,VISA,2030
5973,6011788575259647,07/2029,DISC,2029
5974,4948741622381784,06/2029,VISA,2029
5975,4111989972523437,10/2029,VISA,2029
5976,5156574694581591,01/2030,MC,2030
5977,6011729197824954,08/2029,DISC,2029
5978,4692188995191739,02/2030,VISA,2030
5979,4632912831377852,06/2029,VISA,2029
5980,5319352824793533,02/2029,MC,2029
5981,5115376413597845,01/2030,MC,2030
5982,366999366155159,04/2029,AMEX,2029
5983,5139768953398315,01/2030,MC,2030
5984,4383877698859147,02/2029,VISA,2029
5985,5161579352736554,03/2029,MC,2029
5986,375161274554952,01/2030,AMEX,2030
5987,4171457983512564,11/2029,VISA,2029
5988,344272775332661,10/2029,AMEX,2029
5989,5549253223528573,02/2030,MC,2030
5990,6011821363315535,04/2029,DISC,2029
5991,341793324944584,02/2030,AMEX,2030
5992,375683973742943,06/2029,AMEX,2029
5993,365598287441275,03/2029,AMEX,2029
5994,6011193759494153,02/2029,DISC,2029
5995,4161241191823712,10/2029,VISA,2029
5996,5231617496572935,08/2029,MC,2029
